timestamp,prediction,confidence,mode,cause,service,action,result
2026-04-28T07:15:32.302758,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:15:37.622224,1,0.7488,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:15:42.832122,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:15:48.274997,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:15:53.509219,1,0.7488,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:16:00.745498,1,0.7698,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:16:06.063535,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:16:11.255742,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:16:16.424463,1,0.7544,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:16:21.652227,1,0.7774,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:16:26.854896,1,0.7665,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:16:53.907860,1,0.8303,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 4, 'before': {'timestamp': '2026-04-28T07:16:30.552509', 'request_rate': 5.486651039853537, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.34967357009972533, 'memory': 534417408.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:16:50.708648', 'request_rate': 5.314649213129642, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.31316077161139855, 'memory': 535105536.0, 'service_health': 8.0}}}"
2026-04-28T07:17:21.019600,1,0.8004,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 4, 'before': {'timestamp': '2026-04-28T07:16:55.759173', 'request_rate': 5.271450747733848, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.2929097190365, 'memory': 535252992.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:17:17.775129', 'request_rate': 5.266344694516669, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.29013392102113084, 'memory': 536543232.0, 'service_health': 8.0}}}"
2026-04-28T07:17:48.186769,1,0.8007,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 3, 'before': {'timestamp': '2026-04-28T07:17:22.828467', 'request_rate': 5.280839028287704, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.2848502949913857, 'memory': 536776704.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:17:44.932452', 'request_rate': 5.4394288082767845, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.29665085467848545, 'memory': 537767936.0, 'service_health': 8.0}}}"
2026-04-28T07:18:15.293757,1,0.8291,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 3, 'before': {'timestamp': '2026-04-28T07:17:49.982369', 'request_rate': 5.494616217788472, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.2984622026700119, 'memory': 538259456.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:18:12.181528', 'request_rate': 5.5643163207571895, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.30064287765773084, 'memory': 538685440.0, 'service_health': 8.0}}}"
2026-04-28T07:18:42.528454,1,0.8303,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 3, 'before': {'timestamp': '2026-04-28T07:18:17.244226', 'request_rate': 5.489391127423641, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.30939642448533394, 'memory': 539758592.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:18:39.284449', 'request_rate': 5.513928834753892, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.32403558076412203, 'memory': 540123136.0, 'service_health': 8.0}}}"
2026-04-28T07:18:47.779786,1,0.797,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:14.833830,1,0.8027,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 3, 'before': {'timestamp': '2026-04-28T07:18:49.463907', 'request_rate': 5.306999725605622, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.35407369788214227, 'memory': 540520448.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:19:11.522085', 'request_rate': 5.325134058029592, 'error_rate': 0.0, 'latency': 0.0, 'cpu': 0.6392002894305865, 'memory': 539021312.0, 'service_health': 8.0}}}"
2026-04-28T07:19:20.218096,1,0.7808,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:25.459889,1,0.7889,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:30.703329,1,0.7934,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:35.924232,1,0.7889,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:42.965929,1,0.7967,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:48.205201,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:53.492433,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:19:58.717682,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:20:03.924742,1,0.7488,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:20:09.184110,1,0.7488,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:20:16.382003,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:20:21.709064,1,0.7475,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:20:26.943863,1,0.7404,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:20:32.193451,1,0.7404,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:20:37.464075,1,0.7404,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:20:42.778812,1,0.7404,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:20:49.985951,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:20:55.268684,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:00.904180,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:06.221963,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:11.525351,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:19.431983,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:24.928692,1,0.615,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:30.551291,1,0.6183,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:36.021035,1,0.625,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:41.687910,1,0.6452,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:47.920221,1,0.6503,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:21:58.169938,1,0.645,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:03.422932,1,0.6231,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:08.613939,1,0.691,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:22:13.913121,1,0.7023,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:22:19.980965,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:26.282909,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:31.550799,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:36.809598,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:42.051444,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:47.245761,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:54.388702,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:22:59.623827,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:23:04.830079,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:23:10.032843,1,0.6291,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:23:37.053969,1,0.8154,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 3, 'before': {'timestamp': '2026-04-28T07:23:12.964073', 'request_rate': 6.977507184468262, 'error_rate': 0.9936081913586575, 'latency': 0.0, 'cpu': 0.4333846030030101, 'memory': 472436736.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:23:34.951503', 'request_rate': 6.782524251138955, 'error_rate': 1.1426379898033938, 'latency': 0.0, 'cpu': 0.3184965104307103, 'memory': 471597056.0, 'service_health': 8.0}}}"
2026-04-28T07:24:03.181961,1,0.8096,high_risk,unknown,unknown,shadow_mode,"{'success': False, 'action': 'unknown', 'service': 'unknown', 'verification': {'verified': True, 'score': 2, 'before': {'timestamp': '2026-04-28T07:23:39.987365', 'request_rate': 6.540756359635722, 'error_rate': 1.066521928742389, 'latency': 0.0, 'cpu': 0.3030613522064533, 'memory': 472383488.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:23:56.635856', 'request_rate': 22.95602370487431, 'error_rate': 8.612021763383193, 'latency': 0.0, 'cpu': 1.2631911807925162, 'memory': 469368832.0, 'service_health': 8.0}}}"
2026-04-28T07:24:10.377043,1,0.6278,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:24:25.989931,1,0.6278,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:24:33.315832,1,0.7049,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:24:39.469729,1,0.7609,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:24:45.515575,1,0.7228,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:24:51.034427,1,0.6815,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:24:56.980002,1,0.7438,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:06.185062,1,0.6635,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:17.147017,1,0.7025,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:24.421577,1,0.6258,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:30.459911,1,0.6258,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:38.407022,1,0.6278,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:44.658080,1,0.685,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:50.279535,1,0.7025,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:25:55.677307,1,0.7609,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:26:01.159749,1,0.7609,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:26:08.702527,1,0.7609,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:26:15.345885,1,0.7525,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:26:21.537670,1,0.7525,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:29:16.497123,1,0.7688,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:29:23.578556,1,0.7742,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:29:28.756809,1,0.7821,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:29:34.346355,1,0.7887,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:29:39.514709,1,0.7385,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:29:44.737126,1,0.7419,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:29:49.866005,1,0.7306,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:29:56.853859,1,0.6467,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:30:02.120815,1,0.6157,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:30:07.417813,1,0.6348,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:30:12.563194,1,0.7399,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:30:17.792250,1,0.7208,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:30:23.049788,1,0.723,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:30:30.382516,1,0.7346,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:30:35.965318,1,0.6423,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:30:41.191646,1,0.6418,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:30:46.374909,1,0.6231,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:31:42.228254,1,0.6212,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:31:48.407712,1,0.7467,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:31:56.951755,1,0.7235,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:32:05.640112,1,0.6837,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:32:16.416754,1,0.7985,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:32:45.175501,1,0.8104,high_risk,service_down,user-service,restart_container,"{'success': False, 'action': 'restart_skipped', 'reason': 'threshold_not_met_or_cooldown_active', 'verification': {'verified': True, 'score': 3, 'before': {'timestamp': '2026-04-28T07:32:15.793505', 'request_rate': 5.5247579753803695, 'error_rate': 2.041077824592628, 'latency': 0.0, 'cpu': 1.8844197089722399, 'memory': 426512384.0, 'service_health': 6.0}, 'after': {'timestamp': '2026-04-28T07:32:41.798934', 'request_rate': 5.928206165015909, 'error_rate': 1.9315534278414972, 'latency': 0.0, 'cpu': 2.7188188337764956, 'memory': 533839872.0, 'service_health': 8.0}}}"
2026-04-28T07:32:50.623155,1,0.6658,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:32:55.823131,1,0.6603,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:01.148437,1,0.6603,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:06.428242,1,0.6621,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:33:11.828637,1,0.6534,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:33:19.089914,1,0.6955,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:33:24.319217,1,0.6954,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:29.513109,1,0.6924,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:34.894430,1,0.7131,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:40.265424,1,0.679,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:45.576159,1,0.6657,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:52.706221,1,0.7595,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:33:57.872792,1,0.7713,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:34:08.414224,1,0.7985,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:34:36.470436,1,0.8425,high_risk,cpu_saturation,payment-service,scale_up,"{'success': True, 'action': 'scale_up', 'service': 'payment-service', 'replicas_added': 1, 'verification': {'verified': True, 'score': 3, 'before': {'timestamp': '2026-04-28T07:34:08.297743', 'request_rate': 5.667549775908098, 'error_rate': 1.5267584632684432, 'latency': 0.0, 'cpu': 1.5826118029855762, 'memory': 542416896.0, 'service_health': 8.0}, 'after': {'timestamp': '2026-04-28T07:34:31.747900', 'request_rate': 6.440214700609015, 'error_rate': 1.7694829384592459, 'latency': 0.0, 'cpu': 1.5016384802441503, 'memory': 544886784.0, 'service_health': 8.0}}}"
2026-04-28T07:34:41.647685,1,0.7249,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:34:46.817031,1,0.7158,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:34:54.003593,1,0.6824,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:34:59.150077,1,0.6852,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:35:04.475607,1,0.7062,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:36:06.444546,1,0.7484,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:36:14.482942,1,0.7708,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:36:20.122782,1,0.7122,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:36:27.623426,1,0.6636,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:36:36.538446,1,0.7016,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:36:42.977054,1,0.697,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:36:48.166494,1,0.697,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:36:53.314806,1,0.7223,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:36:58.560608,1,0.7241,shadow,cpu_saturation,payment-service,scale_up,no_execution
2026-04-28T07:37:03.700978,1,0.7235,shadow,application_errors,order-service,rollback,no_execution
2026-04-28T07:37:10.651819,1,0.7235,shadow,application_errors,order-service,rollback,no_execution
2026-04-28T07:37:16.175228,1,0.7246,shadow,application_errors,order-service,rollback,no_execution
2026-04-28T07:37:21.332331,1,0.7192,shadow,application_errors,order-service,rollback,no_execution
2026-04-28T07:37:26.476449,1,0.728,shadow,application_errors,order-service,rollback,no_execution
2026-04-28T07:37:31.764666,1,0.7058,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:37:36.928138,1,0.6975,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:37:43.960111,1,0.7346,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:37:49.133005,1,0.7396,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:37:54.277769,1,0.7346,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:37:59.549027,1,0.7256,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:04.686659,1,0.7325,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:09.835443,1,0.737,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:16.831735,1,0.7345,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:21.960154,1,0.7383,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:27.098054,1,0.7345,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:32.250003,1,0.7295,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:37.400067,1,0.7024,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:42.576098,1,0.697,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:49.633368,1,0.697,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:38:54.792229,1,0.697,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:00.022812,1,0.697,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:05.181224,1,0.697,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:10.417828,1,0.697,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:17.399912,1,0.6957,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:22.584162,1,0.697,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:27.712673,1,0.6969,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:32.924920,1,0.6969,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:38.056872,1,0.7383,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:43.375126,1,0.737,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:50.416303,1,0.7195,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:39:55.627233,1,0.719,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:40:00.780417,1,0.719,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:40:05.927517,1,0.687,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:40:11.072405,1,0.6657,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:40:16.229903,1,0.6447,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:40:23.222070,1,0.6446,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:40:28.355584,1,0.6446,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:41:29.068026,1,0.6446,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:41:35.074553,1,0.6995,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:41:40.555377,1,0.6995,shadow,service_down,user-service,restart_container,no_execution
2026-04-28T07:41:45.813562,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:41:51.011152,1,0.6609,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:41:56.152779,1,0.6609,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:03.437022,1,0.662,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:08.577567,1,0.662,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:13.809476,1,0.6621,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:18.943204,1,0.6534,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:24.070803,1,0.6534,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:31.308379,1,0.6955,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:36.489263,1,0.6988,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:41.613218,1,0.7054,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:46.743042,1,0.7303,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:51.907902,1,0.7303,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:42:57.054081,1,0.737,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:04.081948,1,0.7303,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:09.295023,1,0.7249,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:14.499791,1,0.7483,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:19.673828,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:24.829465,1,0.727,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:29.964096,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:36.957339,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:42.542330,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:47.693032,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:52.825586,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:55.826150,1,0.7229,manual_approval,shadow_mode_user_approved,payment-service,restart_container,"{'success': False, 'action': 'restart_skipped', 'reason': 'threshold_not_met_or_cooldown_active'}"
2026-04-28T07:43:57.964832,1,0.7229,shadow,unknown,unknown,shadow_mode,no_execution
2026-04-28T07:43:59.003778,1,0.7229,manual_approval,shadow_mode_user_approved,payment-service,restart_container,"{'success': False, 'action': 'restart_skipped', 'reason': 'threshold_not_met_or_cooldown_active'}"
2026-04-28T07:44:00.441943,1,0.7229,manual_approval,shadow_mode_user_approved,payment-service,restart_container,"{'success': False, 'action': 'container_restart_failed', 'service': 'payment-service', 'error': '404 Client Error for http+docker://localhost/v1.54/containers/payment-service/json: Not Found (""No such container: payment-service"")'}"
2026-04-28T07:44:02.116944,1,0.7229,manual_approval,shadow_mode_user_approved,payment-service,restart_container,"{'success': False, 'action': 'container_restart_failed', 'service': 'payment-service', 'error': '404 Client Error for http+docker://localhost/v1.54/containers/payment-service/json: Not Found (""No such container: payment-service"")'}"
